,response1,subjectID,age,gender,numberofsiblings,gamestrategy
59,"{
  ""subjectID"": ""A12345"",
  ""age"": 29,
  ""gender"": ""Female"",
  ""numberSiblings"": 1,
  ""donation"": [
    {
      ""year"": 2021,
      ""amount"": 100,
      ""organization"": ""Environmental Defense Fund""
    },
    {
      ""year"": 2022,
      ""amount"": 150,
      ""organization"": ""Doctors Without Borders""
    }
  ],
  ""strategy"": [
    {
      ""gameID"": 1,
      ""role"": ""A"",
      ""decision"": ""cooperate""
    },
    {
      ""gameID"": 2,
      ""role"": ""B"",
      ""decision"": ""match A's decision""
    },
    {
      ""gameID"": 3,
      ""role"": ""A"",
      ""decision"": ""cooperate""
    },
    {
      ""gameID"": 4,
      ""role"": ""B"",
      ""decision"": ""maximize own payoff""
    },
    {
      ""gameID"": 5,
      ""role"": ""A"",
      ""decision"": ""defect""
    },
    {
      ""gameID"": 6,
      ""role"": ""B"",
      ""decision"": ""match A's decision""
    },
    {
      ""gameID"": 7,
      ""role"": ""A"",
      ""decision"": ""cooperate""
    }
  ]
}",A12345,29,Female,1,"[{'gameID': 1, 'role': 'A', 'decision': 'cooperate'}, {'gameID': 2, 'role': 'B', 'decision': ""match A's decision""}, {'gameID': 3, 'role': 'A', 'decision': 'cooperate'}, {'gameID': 4, 'role': 'B', 'decision': 'maximize own payoff'}, {'gameID': 5, 'role': 'A', 'decision': 'defect'}, {'gameID': 6, 'role': 'B', 'decision': ""match A's decision""}, {'gameID': 7, 'role': 'A', 'decision': 'cooperate'}]"
60,"{
  ""subjectID"": ""SUB123456"",
  ""age"": 29,
  ""gender"": ""Female"",
  ""numberSiblings"": 2,
  ""donation"": [
    {
      ""organization"": ""Red Cross"",
      ""amount"": 50
    },
    {
      ""organization"": ""World Wildlife Fund"",
      ""amount"": 30
    }
  ],
  ""strategy"": [
    {
      ""gameID"": ""Game1"",
      ""role"": ""A"",
      ""decision"": ""Cooperate""
    },
    {
      ""gameID"": ""Game2"",
      ""role"": ""B"",
      ""decision"": ""Match A's Previous Decision""
    },
    {
      ""gameID"": ""Game3"",
      ""role"": ""A"",
      ""decision"": ""Altruistic""
    },
    {
      ""gameID"": ""Game4"",
      ""role"": ""B"",
      ""decision"": ""Tit for Tat""
    },
    {
      ""gameID"": ""Game5"",
      ""role"": ""A"",
      ""decision"": ""Randomized""
    },
    {
      ""gameID"": ""Game6"",
      ""role"": ""A"",
      ""decision"": ""Maximize Joint Payoff""
    },
    {
      ""gameID"": ""Game7"",
      ""role"": ""B"",
      ""decision"": ""Reciprocate""
    }
  ]
}",SUB123456,29,Female,2,"[{'gameID': 'Game1', 'role': 'A', 'decision': 'Cooperate'}, {'gameID': 'Game2', 'role': 'B', 'decision': ""Match A's Previous Decision""}, {'gameID': 'Game3', 'role': 'A', 'decision': 'Altruistic'}, {'gameID': 'Game4', 'role': 'B', 'decision': 'Tit for Tat'}, {'gameID': 'Game5', 'role': 'A', 'decision': 'Randomized'}, {'gameID': 'Game6', 'role': 'A', 'decision': 'Maximize Joint Payoff'}, {'gameID': 'Game7', 'role': 'B', 'decision': 'Reciprocate'}]"
61,"{
    ""subjectID"": ""P157"",
    ""age"": 28,
    ""gender"": ""Female"",
    ""numberSiblings"": 2,
    ""donation"": [
        {
            ""organization"": ""Red Cross"",
            ""amount"": 50,
            ""date"": ""2022-05-14""
        },
        {
            ""organization"": ""UNICEF"",
            ""amount"": 25,
            ""date"": ""2021-12-10""
        }
    ],
    ""strategy"": [
        {
            ""game"": 1,
            ""role"": ""A"",
            ""decision"": ""Cooperate""
        },
        {
            ""game"": 2,
            ""role"": ""B"",
            ""decision"": ""Match""
        },
        {
            ""game"": 3,
            ""role"": ""A"",
            ""decision"": ""Defend""
        },
        {
            ""game"": 4,
            ""role"": ""B"",
            ""decision"": ""Trust""
        },
        {
            ""game"": 5,
            ""role"": ""A"",
            ""decision"": ""Compete""
        },
        {
            ""game"": 6,
            ""role"": ""B"",
            ""decision"": ""Reciprocate""
        },
        {
            ""game"": 7,
            ""role"": ""A"",
            ""decision"": ""Random""
        }
    ]
}",P157,28,Female,2,"[{'game': 1, 'role': 'A', 'decision': 'Cooperate'}, {'game': 2, 'role': 'B', 'decision': 'Match'}, {'game': 3, 'role': 'A', 'decision': 'Defend'}, {'game': 4, 'role': 'B', 'decision': 'Trust'}, {'game': 5, 'role': 'A', 'decision': 'Compete'}, {'game': 6, 'role': 'B', 'decision': 'Reciprocate'}, {'game': 7, 'role': 'A', 'decision': 'Random'}]"
62,"{
  ""subjectID"": ""A12345"",
  ""age"": 29,
  ""gender"": ""Female"",
  ""numberSiblings"": 2,
  ""donation"": [
    {
      ""charity"": ""Save the Children"",
      ""amount"": 50
    },
    {
      ""charity"": ""Red Cross"",
      ""amount"": 30
    }
  ],
  ""strategy"": [
    {
      ""game"": 1,
      ""role"": ""A"",
      ""decision"": ""Cooperate""
    },
    {
      ""game"": 2,
      ""role"": ""B"",
      ""decision"": ""Defect""
    },
    {
      ""game"": 3,
      ""role"": ""A"",
      ""decision"": ""Split evenly""
    },
    {
      ""game"": 4,
      ""role"": ""B"",
      ""decision"": ""Match other""
    },
    {
      ""game"": 5,
      ""role"": ""A"",
      ""decision"": ""Randomize""
    },
    {
      ""game"": 6,
      ""role"": ""B"",
      ""decision"": ""Tit-for-tat""
    },
    {
      ""game"": 7,
      ""role"": ""A"",
      ""decision"": ""Maximize own payoff""
    }
  ]
}",A12345,29,Female,2,"[{'game': 1, 'role': 'A', 'decision': 'Cooperate'}, {'game': 2, 'role': 'B', 'decision': 'Defect'}, {'game': 3, 'role': 'A', 'decision': 'Split evenly'}, {'game': 4, 'role': 'B', 'decision': 'Match other'}, {'game': 5, 'role': 'A', 'decision': 'Randomize'}, {'game': 6, 'role': 'B', 'decision': 'Tit-for-tat'}, {'game': 7, 'role': 'A', 'decision': 'Maximize own payoff'}]"
63,"{
  ""subjectID"": ""A37392BC"",
  ""age"": 29,
  ""gender"": ""Female"",
  ""numberSiblings"": 2,
  ""donation"": {
    ""history"": [
      {
        ""organization"": ""Red Cross"",
        ""amount"": 50,
        ""frequency"": ""annual""
      },
      {
        ""organization"": ""Local Animal Shelter"",
        ""amount"": 20,
        ""frequency"": ""bi-annual""
      },
      {
        ""organization"": ""Environmental Fund"",
        ""amount"": 100,
        ""frequency"": ""annual""
      }
    ]
  },
  ""strategy"": {
    ""game1"": ""Tit-for-Tat"",
    ""game2"": ""Cooperative"",
    ""game3"": ""Random"",
    ""game4"": ""Aggressive"",
    ""game5"": ""Altruistic"",
    ""game6"": ""Defensive"",
    ""game7"": ""Mixed""
  }
}",A37392BC,29,Female,2,"{'game1': 'Tit-for-Tat', 'game2': 'Cooperative', 'game3': 'Random', 'game4': 'Aggressive', 'game5': 'Altruistic', 'game6': 'Defensive', 'game7': 'Mixed'}"
64,"{
  ""subjectID"": ""63F8A9B2"",
  ""age"": 29,
  ""gender"": ""female"",
  ""numberSiblings"": 2,
  ""donation"": [
    {
      ""year"": 2021,
      ""amount"": 50,
      ""organization"": ""Red Cross""
    },
    {
      ""year"": 2022,
      ""amount"": 75,
      ""organization"": ""Habitat for Humanity""
    }
  ],
  ""strategy"": [
    {
      ""game"": 1,
      ""role"": ""A"",
      ""decision"": ""cooperate""
    },
    {
      ""game"": 2,
      ""role"": ""B"",
      ""decision"": ""split equally""
    },
    {
      ""game"": 3,
      ""role"": ""A"",
      ""decision"": ""compete""
    },
    {
      ""game"": 4,
      ""role"": ""B"",
      ""decision"": ""accept""
    },
    {
      ""game"": 5,
      ""role"": ""A"",
      ""decision"": ""compete""
    },
    {
      ""game"": 6,
      ""role"": ""B"",
      ""decision"": ""decline""
    },
    {
      ""game"": 7,
      ""role"": ""A"",
      ""decision"": ""cooperate""
    }
  ]
}",63F8A9B2,29,female,2,"[{'game': 1, 'role': 'A', 'decision': 'cooperate'}, {'game': 2, 'role': 'B', 'decision': 'split equally'}, {'game': 3, 'role': 'A', 'decision': 'compete'}, {'game': 4, 'role': 'B', 'decision': 'accept'}, {'game': 5, 'role': 'A', 'decision': 'compete'}, {'game': 6, 'role': 'B', 'decision': 'decline'}, {'game': 7, 'role': 'A', 'decision': 'cooperate'}]"
65,"{
  ""subjectID"": ""A12345"",
  ""age"": 29,
  ""gender"": ""Female"",
  ""numberSiblings"": 2,
  ""donation"": {
    ""totalAmount"": 150,
    ""charities"": [
      {""name"": ""Red Cross"", ""amount"": 50},
      {""name"": ""Doctors Without Borders"", ""amount"": 50},
      {""name"": ""World Wildlife Fund"", ""amount"": 50}
    ]
  },
  ""strategy"": {
    ""Game 1"": {
      ""role"": ""A"",
      ""decision"": ""Cooperate""
    },
    ""Game 2"": {
      ""role"": ""B"",
      ""decision"": ""Match player's prior move""
    },
    ""Game 3"": {
      ""role"": ""A"",
      ""decision"": ""Tit for Tat""
    },
    ""Game 4"": {
      ""role"": ""B"",
      ""decision"": ""Altruistic""
    },
    ""Game 5"": {
      ""role"": ""A"",
      ""decision"": ""Random""
    },
    ""Game 6"": {
      ""role"": ""B"",
      ""decision"": ""Conditional Cooperation""
    },
    ""Game 7"": {
      ""role"": ""A"",
      ""decision"": ""Maximize Combined Payoff""
    }
  }
}",A12345,29,Female,2,"{'Game 1': {'role': 'A', 'decision': 'Cooperate'}, 'Game 2': {'role': 'B', 'decision': ""Match player's prior move""}, 'Game 3': {'role': 'A', 'decision': 'Tit for Tat'}, 'Game 4': {'role': 'B', 'decision': 'Altruistic'}, 'Game 5': {'role': 'A', 'decision': 'Random'}, 'Game 6': {'role': 'B', 'decision': 'Conditional Cooperation'}, 'Game 7': {'role': 'A', 'decision': 'Maximize Combined Payoff'}}"
66,"{
  ""subjectID"": ""P123456"",
  ""age"": 28,
  ""gender"": ""Female"",
  ""numberSiblings"": 2,
  ""donation"": {
    ""totalDonated"": 150,
    ""charities"": [""Red Cross"", ""World Wildlife Fund"", ""Local Food Bank""]
  },
  ""strategy"": {
    ""game1"": ""Tit-for-Tat"",
    ""game2"": ""Random"",
    ""game3"": ""Always Cooperate"",
    ""game4"": ""Grim Trigger"",
    ""game5"": ""Tit-for-Tat"",
    ""game6"": ""Random"",
    ""game7"": ""Always Defect""
  }
}",P123456,28,Female,2,"{'game1': 'Tit-for-Tat', 'game2': 'Random', 'game3': 'Always Cooperate', 'game4': 'Grim Trigger', 'game5': 'Tit-for-Tat', 'game6': 'Random', 'game7': 'Always Defect'}"
67,"{
    ""subjectID"": ""P123456"",
    ""age"": 29,
    ""gender"": ""Female"",
    ""numberSiblings"": 2,
    ""donation"": [
        {
            ""charity"": ""Local Food Bank"",
            ""amount"": 50,
            ""date"": ""2022-12-14""
        },
        {
            ""charity"": ""Global Health Organization"",
            ""amount"": 75,
            ""date"": ""2023-03-22""
        }
    ],
    ""strategy"": {
        ""Game 1"": ""Tit-for-Tat"",
        ""Game 2"": ""Maximize Own Payoff"",
        ""Game 3"": ""Random Choice"",
        ""Game 4"": ""Cooperate If Previous Cooperation"",
        ""Game 5"": ""Alternate Choices"",
        ""Game 6"": ""Altruistic Decision"",
        ""Game 7"": ""Minimize Loss""
    }
}",P123456,29,Female,2,"{'Game 1': 'Tit-for-Tat', 'Game 2': 'Maximize Own Payoff', 'Game 3': 'Random Choice', 'Game 4': 'Cooperate If Previous Cooperation', 'Game 5': 'Alternate Choices', 'Game 6': 'Altruistic Decision', 'Game 7': 'Minimize Loss'}"
68,"{
    ""subjectID"": ""subj12345"",
    ""age"": 29,
    ""gender"": ""female"",
    ""numberSiblings"": 2,
    ""donation"": [
        {
            ""date"": ""2022-05-20"",
            ""amount"": 50,
            ""organization"": ""Red Cross""
        },
        {
            ""date"": ""2023-07-15"",
            ""amount"": 30,
            ""organization"": ""Doctors Without Borders""
        }
    ],
    ""strategy"": {
        ""game1"": ""cooperate"",
        ""game2"": ""defect"",
        ""game3"": ""random"",
        ""game4"": ""tit-for-tat"",
        ""game5"": ""cooperate"",
        ""game6"": ""maximize min payoff"",
        ""game7"": ""altruistic""
    }
}",subj12345,29,female,2,"{'game1': 'cooperate', 'game2': 'defect', 'game3': 'random', 'game4': 'tit-for-tat', 'game5': 'cooperate', 'game6': 'maximize min payoff', 'game7': 'altruistic'}"
69,"{
  ""subjectID"": ""abc123xyz"",
  ""age"": 29,
  ""gender"": ""female"",
  ""numberSiblings"": 2,
  ""donation"": [
    {""amount"": 50, ""date"": ""2022-06-15""},
    {""amount"": 30, ""date"": ""2023-01-22""},
    {""amount"": 20, ""date"": ""2023-03-10""}
  ],
  ""strategy"": {
    ""game1"": ""tit-for-tat"",
    ""game2"": ""always cooperate"",
    ""game3"": ""random choice"",
    ""game4"": ""always defect"",
    ""game5"": ""conditional cooperation"",
    ""game6"": ""risk-averse"",
    ""game7"": ""maximin strategy""
  }
}",abc123xyz,29,female,2,"{'game1': 'tit-for-tat', 'game2': 'always cooperate', 'game3': 'random choice', 'game4': 'always defect', 'game5': 'conditional cooperation', 'game6': 'risk-averse', 'game7': 'maximin strategy'}"
70,"{
  ""subjectID"": ""S12345"",
  ""age"": 27,
  ""gender"": ""Female"",
  ""numberSiblings"": 1,
  ""donation"": [
    {
      ""amount"": 20,
      ""date"": ""2022-03-15"",
      ""cause"": ""Education""
    },
    {
      ""amount"": 35,
      ""date"": ""2022-07-22"",
      ""cause"": ""Healthcare""
    }
  ],
  ""strategy"": [
    {
      ""gameID"": 1,
      ""role"": ""A"",
      ""decision"": ""Cooperate""
    },
    {
      ""gameID"": 2,
      ""role"": ""B"",
      ""decision"": ""Defect""
    },
    {
      ""gameID"": 3,
      ""role"": ""A"",
      ""decision"": ""Tit-for-Tat""
    },
    {
      ""gameID"": 4,
      ""role"": ""B"",
      ""decision"": ""Maximize Self-Payoff""
    },
    {
      ""gameID"": 5,
      ""role"": ""A"",
      ""decision"": ""Randomize""
    },
    {
      ""gameID"": 6,
      ""role"": ""B"",
      ""decision"": ""Match Opponent's Previous Decision""
    },
    {
      ""gameID"": 7,
      ""role"": ""A"",
      ""decision"": ""Minimize Opponent's Loss""
    }
  ]
}",S12345,27,Female,1,"[{'gameID': 1, 'role': 'A', 'decision': 'Cooperate'}, {'gameID': 2, 'role': 'B', 'decision': 'Defect'}, {'gameID': 3, 'role': 'A', 'decision': 'Tit-for-Tat'}, {'gameID': 4, 'role': 'B', 'decision': 'Maximize Self-Payoff'}, {'gameID': 5, 'role': 'A', 'decision': 'Randomize'}, {'gameID': 6, 'role': 'B', 'decision': ""Match Opponent's Previous Decision""}, {'gameID': 7, 'role': 'A', 'decision': ""Minimize Opponent's Loss""}]"
71,"{
  ""subjectID"": ""subj_123456"",
  ""age"": 29,
  ""gender"": ""Female"",
  ""numberSiblings"": 2,
  ""donation"": {
    ""Red Cross"": 50,
    ""Local Food Bank"": 30,
    ""Animal Shelter"": 20
  },
  ""strategy"": {
    ""Game1"": {
      ""decisionRole"": ""A"",
      ""strategyUsed"": ""Tit-for-Tat"",
      ""decisionDetails"": ""Matched the other participant's previous decision when known; defaulted to cooperation otherwise.""
    },
    ""Game2"": {
      ""decisionRole"": ""B"",
      ""strategyUsed"": ""Maximizing Payoff"",
      ""decisionDetails"": ""Chose the option that maximized personal payoff, considering both immediate and potential future gains.""
    },
    ""Game3"": {
      ""decisionRole"": ""A"",
      ""strategyUsed"": ""Fair Split"",
      ""decisionDetails"": ""Evenly split the resources offered to ensure fairness.""
    },
    ""Game4"": {
      ""decisionRole"": ""B"",
      ""strategyUsed"": ""Reciprocal Altruism"",
      ""decisionDetails"": ""Based decision on whether mutual benefits could be achieved, taking into account prior cooperation levels.""
    },
    ""Game5"": {
      ""decisionRole"": ""A"",
      ""strategyUsed"": ""Random"",
      ""decisionDetails"": ""Randomly chose among the available options to introduce unpredictability.""
    },
    ""Game6"": {
      ""decisionRole"": ""B"",
      ""strategyUsed"": ""Risk-Averse"",
      ""decisionDetails"": ""Selected the option with the least risk, avoiding high variability outcomes.""
    },
    ""Game7"": {
      ""decisionRole"": ""A"",
      ""strategyUsed"": ""Trust but Verify"",
      ""decisionDetails"": ""Extended initial trust but adjusted decisions based on observed behavior of the counterpart.""
    }
  }
}",subj_123456,29,Female,2,"{'Game1': {'decisionRole': 'A', 'strategyUsed': 'Tit-for-Tat', 'decisionDetails': ""Matched the other participant's previous decision when known; defaulted to cooperation otherwise.""}, 'Game2': {'decisionRole': 'B', 'strategyUsed': 'Maximizing Payoff', 'decisionDetails': 'Chose the option that maximized personal payoff, considering both immediate and potential future gains.'}, 'Game3': {'decisionRole': 'A', 'strategyUsed': 'Fair Split', 'decisionDetails': 'Evenly split the resources offered to ensure fairness.'}, 'Game4': {'decisionRole': 'B', 'strategyUsed': 'Reciprocal Altruism', 'decisionDetails': 'Based decision on whether mutual benefits could be achieved, taking into account prior cooperation levels.'}, 'Game5': {'decisionRole': 'A', 'strategyUsed': 'Random', 'decisionDetails': 'Randomly chose among the available options to introduce unpredictability.'}, 'Game6': {'decisionRole': 'B', 'strategyUsed': 'Risk-Averse', 'decisionDetails': 'Selected the option with the least risk, avoiding high variability outcomes.'}, 'Game7': {'decisionRole': 'A', 'strategyUsed': 'Trust but Verify', 'decisionDetails': 'Extended initial trust but adjusted decisions based on observed behavior of the counterpart.'}}"
72,"{
  ""subjectID"": ""P123456"",
  ""age"": 29,
  ""gender"": ""female"",
  ""numberSiblings"": 2,
  ""donation"": [
    {
      ""amount"": 50,
      ""organization"": ""Red Cross"",
      ""date"": ""2023-02-15""
    },
    {
      ""amount"": 30,
      ""organization"": ""Doctors Without Borders"",
      ""date"": ""2022-11-20""
    }
  ],
  ""strategy"": [
    {
      ""game"": ""Game 1"",
      ""role"": ""A"",
      ""decision"": ""Cooperate""
    },
    {
      ""game"": ""Game 2"",
      ""role"": ""B"",
      ""decision"": ""Defect""
    },
    {
      ""game"": ""Game 3"",
      ""role"": ""A"",
      ""decision"": ""Cooperate""
    },
    {
      ""game"": ""Game 4"",
      ""role"": ""B"",
      ""decision"": ""Defect""
    },
    {
      ""game"": ""Game 5"",
      ""role"": ""A"",
      ""decision"": ""Cooperate""
    },
    {
      ""game"": ""Game 6"",
      ""role"": ""B"",
      ""decision"": ""Cooperate""
    },
    {
      ""game"": ""Game 7"",
      ""role"": ""A"",
      ""decision"": ""Defect""
    }
  ]
}",P123456,29,female,2,"[{'game': 'Game 1', 'role': 'A', 'decision': 'Cooperate'}, {'game': 'Game 2', 'role': 'B', 'decision': 'Defect'}, {'game': 'Game 3', 'role': 'A', 'decision': 'Cooperate'}, {'game': 'Game 4', 'role': 'B', 'decision': 'Defect'}, {'game': 'Game 5', 'role': 'A', 'decision': 'Cooperate'}, {'game': 'Game 6', 'role': 'B', 'decision': 'Cooperate'}, {'game': 'Game 7', 'role': 'A', 'decision': 'Defect'}]"
73,"{
    ""subjectID"": ""SUB123456"",
    ""age"": 29,
    ""gender"": ""Female"",
    ""numberSiblings"": 2,
    ""donation"": [
        {""organization"": ""Red Cross"", ""amount"": 50},
        {""organization"": ""WWF"", ""amount"": 30},
        {""organization"": ""Local Food Bank"", ""amount"": 20}
    ],
    ""strategy"": [
        {
            ""game"": 1,
            ""role"": ""A"",
            ""strategyDescription"": ""Cooperative strategy, trying to maximize joint payoffs rather than individual payoffs.""
        },
        {
            ""game"": 2,
            ""role"": ""B"",
            ""strategyDescription"": ""Tit-for-tat strategy, mimicking the previous behavior of the match once known.""
        },
        {
            ""game"": 3,
            ""role"": ""A"",
            ""strategyDescription"": ""Randomization, mixing between competitive and cooperative choices to avoid predictability.""
        },
        {
            ""game"": 4,
            ""role"": ""B"",
            ""strategyDescription"": ""Risk-averse strategy, prioritizing decisions that minimize potential losses.""
        },
        {
            ""game"": 5,
            ""role"": ""A"",
            ""strategyDescription"": ""Maximizing personal benefit, making decisions to increase personal payoff irrespective of the match's outcome.""
        },
        {
            ""game"": 6,
            ""role"": ""B"",
            ""strategyDescription"": ""Generous strategy, focusing on increasing the match's payoff even at a personal cost.""
        },
        {
            ""game"": 7,
            ""role"": ""A"",
            ""strategyDescription"": ""Balanced approach, weighing the pros and cons of each decision to find an equilibrium between personal and joint payoffs.""
        }
    ]
}",SUB123456,29,Female,2,"[{'game': 1, 'role': 'A', 'strategyDescription': 'Cooperative strategy, trying to maximize joint payoffs rather than individual payoffs.'}, {'game': 2, 'role': 'B', 'strategyDescription': 'Tit-for-tat strategy, mimicking the previous behavior of the match once known.'}, {'game': 3, 'role': 'A', 'strategyDescription': 'Randomization, mixing between competitive and cooperative choices to avoid predictability.'}, {'game': 4, 'role': 'B', 'strategyDescription': 'Risk-averse strategy, prioritizing decisions that minimize potential losses.'}, {'game': 5, 'role': 'A', 'strategyDescription': ""Maximizing personal benefit, making decisions to increase personal payoff irrespective of the match's outcome.""}, {'game': 6, 'role': 'B', 'strategyDescription': ""Generous strategy, focusing on increasing the match's payoff even at a personal cost.""}, {'game': 7, 'role': 'A', 'strategyDescription': 'Balanced approach, weighing the pros and cons of each decision to find an equilibrium between personal and joint payoffs.'}]"
74,"{
  ""subjectID"": ""S12345"",
  ""age"": 28,
  ""gender"": ""Female"",
  ""numberSiblings"": 1,
  ""donation"": [
    {
      ""amount"": 50,
      ""organization"": ""Red Cross"",
      ""date"": ""2021-06-15""
    },
    {
      ""amount"": 30,
      ""organization"": ""World Wildlife Fund"",
      ""date"": ""2022-04-22""
    },
    {
      ""amount"": 25,
      ""organization"": ""Doctors Without Borders"",
      ""date"": ""2022-11-30""
    }
  ],
  ""strategy"": {
    ""Game 1"": ""Tit for Tat"",
    ""Game 2"": ""Always Cooperate"",
    ""Game 3"": ""Random Choice"",
    ""Game 4"": ""Grim Trigger"",
    ""Game 5"": ""Tit for Tat"",
    ""Game 6"": ""Always Defect"",
    ""Game 7"": ""Tit for Tat""
  }
}",S12345,28,Female,1,"{'Game 1': 'Tit for Tat', 'Game 2': 'Always Cooperate', 'Game 3': 'Random Choice', 'Game 4': 'Grim Trigger', 'Game 5': 'Tit for Tat', 'Game 6': 'Always Defect', 'Game 7': 'Tit for Tat'}"
75,"{
  ""subjectID"": ""A921JZ34"",
  ""age"": 28,
  ""gender"": ""female"",
  ""numberSiblings"": 2,
  ""donation"": {
    ""charity"": ""Health"",
    ""amount"": 50,
    ""frequency"": ""annually""
  },
  ""strategy"": {
    ""game1"": ""tit-for-tat"",
    ""game2"": ""random"",
    ""game3"": ""cooperate"",
    ""game4"": ""aggressive"",
    ""game5"": ""defensive"",
    ""game6"": ""altruistic"",
    ""game7"": ""competitive""
  }
}",A921JZ34,28,female,2,"{'game1': 'tit-for-tat', 'game2': 'random', 'game3': 'cooperate', 'game4': 'aggressive', 'game5': 'defensive', 'game6': 'altruistic', 'game7': 'competitive'}"
76,"{
  ""subjectID"": ""5678XYZ"",
  ""age"": 29,
  ""gender"": ""female"",
  ""numberSiblings"": 2,
  ""donation"": {
    ""2022"": 150,
    ""2021"": 100,
    ""2020"": 200
  },
  ""strategy"": [
    {
      ""gameID"": 1,
      ""role"": ""A"",
      ""decision"": ""cooperate""
    },
    {
      ""gameID"": 2,
      ""role"": ""B"",
      ""decision"": ""match A's offer""
    },
    {
      ""gameID"": 3,
      ""role"": ""A"",
      ""decision"": ""defect""
    },
    {
      ""gameID"": 4,
      ""role"": ""B"",
      ""decision"": ""accept""
    },
    {
      ""gameID"": 5,
      ""role"": ""A"",
      ""decision"": ""50-50 split""
    },
    {
      ""gameID"": 6,
      ""role"": ""B"",
      ""decision"": ""compromise""
    },
    {
      ""gameID"": 7,
      ""role"": ""A"",
      ""decision"": ""trust""
    }
  ]
}",5678XYZ,29,female,2,"[{'gameID': 1, 'role': 'A', 'decision': 'cooperate'}, {'gameID': 2, 'role': 'B', 'decision': ""match A's offer""}, {'gameID': 3, 'role': 'A', 'decision': 'defect'}, {'gameID': 4, 'role': 'B', 'decision': 'accept'}, {'gameID': 5, 'role': 'A', 'decision': '50-50 split'}, {'gameID': 6, 'role': 'B', 'decision': 'compromise'}, {'gameID': 7, 'role': 'A', 'decision': 'trust'}]"
77,"{
  ""subjectID"": ""AXR-1245"",
  ""age"": 29,
  ""gender"": ""Female"",
  ""numberSiblings"": 2,
  ""donation"": [
    {
      ""date"": ""2023-03-15"",
      ""amount"": 50,
      ""charity"": ""Red Cross""
    },
    {
      ""date"": ""2022-12-08"",
      ""amount"": 30,
      ""charity"": ""Doctors Without Borders""
    }
  ],
  ""strategy"": [
    {
      ""game"": 1,
      ""role"": ""A"",
      ""decision"": ""Cooperate""
    },
    {
      ""game"": 2,
      ""role"": ""B"",
      ""decision"": ""Match A's decision""
    },
    {
      ""game"": 3,
      ""role"": ""A"",
      ""decision"": ""Split equally""
    },
    {
      ""game"": 4,
      ""role"": ""B"",
      ""decision"": ""Take 60% if A gives at least 40%""
    },
    {
      ""game"": 5,
      ""role"": ""A"",
      ""decision"": ""Always trust B""
    },
    {
      ""game"": 6,
      ""role"": ""B"",
      ""decision"": ""Reciprocate A's trust""
    },
    {
      ""game"": 7,
      ""role"": ""A"",
      ""decision"": ""Maximize joint payoff""
    }
  ]
}",AXR-1245,29,Female,2,"[{'game': 1, 'role': 'A', 'decision': 'Cooperate'}, {'game': 2, 'role': 'B', 'decision': ""Match A's decision""}, {'game': 3, 'role': 'A', 'decision': 'Split equally'}, {'game': 4, 'role': 'B', 'decision': 'Take 60% if A gives at least 40%'}, {'game': 5, 'role': 'A', 'decision': 'Always trust B'}, {'game': 6, 'role': 'B', 'decision': ""Reciprocate A's trust""}, {'game': 7, 'role': 'A', 'decision': 'Maximize joint payoff'}]"
78,"{
  ""subjectID"": ""P20231015001"",
  ""age"": 26,
  ""gender"": ""Female"",
  ""numberSiblings"": 2,
  ""donation"": {
    ""charitiesDonatedTo"": [""Red Cross"", ""UNICEF"", ""Doctors Without Borders""],
    ""totalAmountDonated"": 150
  },
  ""strategy"": {
    ""Game1"": ""Tit-for-tat"",
    ""Game2"": ""Trust but verify"",
    ""Game3"": ""Maximize personal payoff"",
    ""Game4"": ""Cooperate if the other cooperates"",
    ""Game5"": ""Randomize choices"",
    ""Game6"": ""Equal split"",
    ""Game7"": ""Minimize risk""
  }
}",P20231015001,26,Female,2,"{'Game1': 'Tit-for-tat', 'Game2': 'Trust but verify', 'Game3': 'Maximize personal payoff', 'Game4': 'Cooperate if the other cooperates', 'Game5': 'Randomize choices', 'Game6': 'Equal split', 'Game7': 'Minimize risk'}"
79,"{
  ""subjectID"": ""A123456789"",
  ""age"": 28,
  ""gender"": ""female"",
  ""numberSiblings"": 2,
  ""donation"": [
    {
      ""charity"": ""Red Cross"",
      ""amount"": 50,
      ""date"": ""2022-01-15""
    },
    {
      ""charity"": ""WWF"",
      ""amount"": 30,
      ""date"": ""2022-03-22""
    },
    {
      ""charity"": ""Local Food Bank"",
      ""amount"": 20,
      ""date"": ""2022-05-10""
    }
  ],
  ""strategy"": [
    {
      ""game"": 1,
      ""role"": ""A"",
      ""decision"": ""Cooperate""
    },
    {
      ""game"": 2,
      ""role"": ""B"",
      ""decision"": ""Defect""
    },
    {
      ""game"": 3,
      ""role"": ""A"",
      ""decision"": ""Cooperate""
    },
    {
      ""game"": 4,
      ""role"": ""B"",
      ""decision"": ""Defect""
    }
  ]
}",A123456789,28,female,2,"[{'game': 1, 'role': 'A', 'decision': 'Cooperate'}, {'game': 2, 'role': 'B', 'decision': 'Defect'}, {'game': 3, 'role': 'A', 'decision': 'Cooperate'}, {'game': 4, 'role': 'B', 'decision': 'Defect'}]"
